"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 31 21:10:11 GMT 2025","Mon Mar 31 21:10:11 GMT 2025","174","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:10:17 GMT 2025","Mon Mar 31 21:10:18 GMT 2025","52","Surefire suite","Surefire test","com.example.teamcity.api.StartBuildWiremockTest","com.example.teamcity.api.StartBuildWiremockTest","userStartsBuildWithMockServerTest","User should be able to start build (with MockServer)",""
"passed","Mon Mar 31 21:10:11 GMT 2025","Mon Mar 31 21:10:11 GMT 2025","271","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:10:08 GMT 2025","Mon Mar 31 21:10:08 GMT 2025","276","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","userCreatesBuildTypeTest","User should be able to create build type",""
"passed","Mon Mar 31 21:10:11 GMT 2025","Mon Mar 31 21:10:12 GMT 2025","171","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithInvalidRolesTest","User should not be able to create project with invalid roles",""
"passed","Mon Mar 31 21:10:09 GMT 2025","Mon Mar 31 21:10:09 GMT 2025","104","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreateProjectTest","User should be able to create project",""
"passed","Mon Mar 31 21:10:12 GMT 2025","Mon Mar 31 21:10:13 GMT 2025","83","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:10:07 GMT 2025","Mon Mar 31 21:10:07 GMT 2025","205","Surefire suite","Surefire test","com.example.teamcity.api.ProjectSearchTest","com.example.teamcity.api.ProjectSearchTest","userShouldNotBeAbleSearchProjectByNonExistentNameTest","User should not be able to search project by non-existent Name",""
"passed","Mon Mar 31 21:10:13 GMT 2025","Mon Mar 31 21:10:13 GMT 2025","152","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
"passed","Mon Mar 31 21:10:07 GMT 2025","Mon Mar 31 21:10:08 GMT 2025","340","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypeTest","Project admin should be able to create build type for their project",""
"passed","Mon Mar 31 21:09:44 GMT 2025","Mon Mar 31 21:09:45 GMT 2025","309","Surefire suite","Surefire test","com.example.teamcity.api.SetupTeamcityAgentTest","com.example.teamcity.api.SetupTeamcityAgentTest","setupTeamCityAgentTest","setupTeamCityAgentTest",""
"passed","Mon Mar 31 21:10:14 GMT 2025","Mon Mar 31 21:10:14 GMT 2025","121","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userShouldNotCreateProjectWithInvalidDataTest","User should not be able to create project with invalid data",""
